47	47	postive	its extremly dare i say fun to watch in a really messed up kind of way and even now its a horror film 
48	48	postive	its definately got some fun kevin smith moments in it for you to laugh with um 
49	49	postive	yeap absolutely not to be missed 
50	50	postive	it was amazing 
51	51	postive	the premiere itself was really cool 
52	52	postive	and i actually liked the film a lot 
53	53	postive	and i wasnt expecting to 
54	54	negative	because i thought how the hell is dickens and disney gonna work together like this 
55	55	postive	but i thought they actually worked pretty well 
56	56	postive	and the end part is really really funny 
57	57	postive	because hes been such a grumpy character and hes really scared and in the end hes so changed and hes really funny 
58	58	postive	hes like what a delightful child 
59	59	postive	and its all kind of its hard to explain 
60	60	postive	the animation was amazing 
61	61	negative	i wasnt expecting that much 
62	62	negative	because sometimes 3d isnt really that good 
63	63	postive	but it was phenomenal 
64	64	postive	you kind of forget about the fact that it is 3d 
65	65	postive	the voices are really good 
66	66	negative	that was one of my other concerns 
67	67	negative	was that as an english person i get really annoyed when american shows and films have an english character 
68	68	negative	but than its so obviously not an english character 
69	69	postive	but yeah generally the accents were really really good 
70	70	postive	so good one you america for doing that 
71	71	postive	i doubt that theyre gonna do this for all the screenings because it was the premiere 
72	72	neutral	i would not have chosen to go and see that 
73	73	postive	but im really really really glad i saw it 
74	74	postive	and i would recommend it to other people its true 
75	75	negative	even though i was like hu im gonna hate it 
76	76	neutral	but im just gonna have to say it 
77	77	postive	its my favorite film ever 
78	78	negative	um its not my favorite film ever 
79	79	postive	but i would definately watch it again 
80	80	postive	i can imagine getting this on dvd and watching it at christmas at time because it makes you feel so like huh its not about commercialization its about you know families being together 
81	81	postive	and ill tell you all about like the cool premiere and stuff 
82	82	postive	but i just wanted to put this up soon 
83	83	negative	which were um a disasterous 
84	84	postive	because im still excited about it 
85	85	postive	as some of you might not notice i was extremly excited about saw 5 
86	86	neutral	ok all of you knew that obviously 
87	87	postive	so i was you know really hyped up 
88	88	postive	and excited to see it 
89	89	postive	and i have to say that it was definately better than the saw 4 
90	90	postive	not exactly what i was expecting 
91	91	postive	but it was still really really really good 
92	92	postive	and um its just made me really really excited for saw 6 
93	93	postive	one of them was great 
94	94	negative	and the other one was completely irrelevant as far as i can tell 
95	95	postive	the great plot was with hoffman tying up all loose ends and stuff 
96	96	negative	and the irrelevant plot was with five random strangers 
97	97	neutral	kind of like in saw 2 
98	98	negative	but i totally missed how it tied it to the movie at all 
99	99	negative	and im pretty sure thats because it didnt tie in to the movie at all 
100	100	negative	so that was really bizzare and i didnt care about the characters at all 
101	101	negative	because they weren you know introduced well really 
102	102	negative	so it was just really really strange 
103	103	postive	but luckily hoffmans story um was a really really really awesome 
104	104	postive	and um it totally made up for that so thats ok 
105	105	postive	and i guess thats sort of true 
106	106	neutral	because i sure didnt see the end coming 
107	107	negative	but the end was really you you know 
108	108	postive	but i thought the best part of saw 5 was the storyline like in general 
109	109	negative	the ending was not you know crazy shocking or anything like usual 
110	110	negative	it was not a real huge saw twist moment 
111	111	postive	um so you know that was a little surprising i guess 
112	112	postive	thats not to say that the ending wasnt good because it really was 
113	113	negative	but it was not exactly what i was expecting and se seriously everything leading up to the end was better than the ending 
114	114	postive	which is still good 
115	115	postive	because the movie is good 
116	116	negative	saw 5 has left like no closure at all at the end of the movie 
117	117	postive	and it pretty much just left the door wide open for saw 6 
118	118	postive	but man oh man it really left the door open 
119	119	negative	and it didnt even you know try to close it at all like the wind isnt gonna blow it over or anything its just open 
120	120	postive	but like i said the plot of hoffman and everything that was really really awesome 
121	121	postive	and it fit very well into the saw series in my opinion 
122	122	postive	so congratulations to the writers for that 
123	123	negative	but ill smack them in the face for the other irrelevant plotline 
124	124	negative	and dont know what the hell they were thinking 
125	125	negative	it was pretty much just and excuse to put traps in the movie because it was literally completely irrelevant 
126	126	postive	like i said i loved the hoffmans storyline 
127	127	postive	so you know i guess it balances out 
128	128	postive	i went to this movie very very excited 
129	129	postive	im a big transformers fan 
130	130	postive	i think um the movies are phenomenal especially that first one 
131	131	negative	um i dont think that this ove got as much buzz and as much um media attention and um word of mouth you know spreading around and stuff 
132	132	negative	um in interviews shia labeouf said that the second movie lacked um heart 
133	133	postive	and he said that this new one has a lot of heart um similar to the first one 
134	134	negative	um after watching this movie i dont really think thats necessarily true um i think that the second movie and the third movie are very very similar um i think they tried to add a lot of heart 
135	135	negative	and it just seems like too much too fast i mean theyre already telling each other that love each other and talking about getting wedding rings spending the rest of their lives together they live together i mean its just way too much too fast they try to built their heart into it by you know him saying you know youre the only thing that matters in this world you know i dont care about myself you know coz she thinks hes doing crazy stuff sacrificing his life in a then he does crazy stuff to save her and hes just like i love you you know just all the sappy blah blah stuff 
136	136	negative	theres too much too fast i mean we basically just get introduced to this character and you know right away um this is the first movie shes in and theyre already um you know um meant to be together forever and all that good slushy stuff 
137	137	negative	this movie seemed um a little long 
138	138	postive	i love my movies to be long 
139	139	postive	i dont think a movie can ever be too long um you know i like you know the dark night was you know two hours and forty five minutes you know and titanic you know all those movies a avatar all those movies that you know three hours and you know thats fine by me i love long movies 
140	140	postive	um im passionate about movies so thats fine 
141	141	negative	but this one seemed long at some at some parts 
142	142	negative	some parts just kind of dragged on you kind of you know sit in the movie theater and this is a big action movie one of the biggest movies of the summer and you kind of just wanted to you know rest your head while watched um coz some of the sequences and some of the scenes were just kind of long 
143	143	negative	and you just kind of like ok lets get to it we know whats gonna happen lets go ahead and do it 
144	144	postive	um the action was great you know not too much not too little just um just enough action 
145	145	postive	um the story was all right 
146	146	postive	but pretty good script 
147	147	negative	i dont think it was as good as the first one obviously i i think the first movie was just fantastic 
148	148	postive	um maybe im part with the second one maybe im little behind that but it was it was pretty good story 
149	149	postive	um so there are things that i liked about the movie better than i liked about the book and vice verse 
150	150	negative	it wasnt like it wasnt like oh the book was so much harder than movie 
151	151	negative	maybe because number four was not my all time favorite book 
152	152	postive	it was a good book 
153	153	negative	but but um i wasnt crazy about it 
154	154	postive	so yeah and the movie was pretty good in my opinion 
155	155	postive	so i liked the movie 
156	156	postive	because it did a good job of explaining the back story in the book 
157	157	postive	good job of explaining thing with lorain the mogadorians 
158	158	postive	the numbers they and they kind of stuck to the book of it so i like that 
159	159	negative	and but xxx were too hollywood for me 
160	160	negative	like th this thing isnt really a big deal but um i i didnt like the fact that john had an iphone 
161	161	negative	because think about it if you if your top priority is survival than why would you be worried about having the latest technology you know what i mean 
162	162	neutral	so since were not really sure what their financial situation is they could be like scraping by or they could be totally rich 
163	163	negative	but my opinion like he have an iphone he care about the latest trends so thats really what the lieutenant xxx 
164	164	negative	i thought it was all too commercial in that aspect 
165	165	negative	um like i said it wasnt big deal 
166	166	negative	and you probably dont think so but you know just one of those little things that that hurt you for some reason you know what i mean 
167	167	negative	um another thing that did bother me were the kissing 
168	168	postive	that was pretty funny and um stupid for movies had this really long like really not really long but like really intense rent a about it 
169	169	negative	um and it it is just like everybody saying it is bad 
170	170	neutral	i dont think its like the worst movie ive even seen just this year 
171	171	postive	but i would say i i enjoyed sucker punch 
172	172	postive	like i was more entertained by it than battle la which was just a slog and boring and i just try to totally uninteresting 
173	173	negative	and sucker punch is a failed but like a really ambitious weird the interesting idiosyncratic failure 
174	174	negative	um it is bad 
175	175	negative	but its not bad i think the way most people have been saying its bad 
176	176	negative	its not bad in the way i was expecting it to be bad 
177	177	neutral	um it really is not trying to be a dramatic film or an action film 
178	178	negative	like i think most people thats their knock on it is that its not you know conventionally satisfying as like you know with drama that we dont get to know anything about these characters their play isnt interesting their path to freedom is not compelling and its basically telescoped within the first ten minutes of the movie where were sort of told whats gonna happen before it happens 
179	179	negative	um and and all those things are true but i dont think its trying to be that 
180	180	postive	i think its really much more like a musical 
181	181	postive	and i know this is gonna sound silly coz its such a broad goofy mainstream cult kind of movie 
182	182	postive	but it really has more in common with a musical or and opera or even a ballet than a regular narrative film 
183	183	negative	coz like am remains in narrative film is about character development and plot and then spectacle like in third place 
184	184	postive	so its like puts some people in it and youre gonna enjoy spending time with them 
185	185	postive	there some funny dialogue 
186	186	neutral	make them compelling in their relationships compelling and then have a story thats like at five minutes this happens and at ten minutes this happens that like moves forward and has momentum 
187	187	postive	and then you know put in some action or some romance or sex or whatever like to keep people sort of engaged 
188	188	postive	um and thats what traditional narrative movies do 
189	189	negative	and this movie is really much more like the plot is what little there is 
190	190	negative	and the characters are they are all just place holders 
191	191	postive	its really like like if you went to go see the ballet and its about the spectacles 
192	192	postive	like the story of swan lake is why people go see swan lake its the movement and the dancing and the music and the sets and the experience 
193	193	negative	im gonna start off with saying that i really wasnt very impressed with the movie 
194	194	postive	and i liked the first movie i thought the first movie was really good 
195	195	negative	but this movie kind of came off like somebody really sad travel video i dont know 
196	196	negative	i mean that sounds really harsh 
197	197	negative	but i just wasnt i just i dont know i didnt really like the movie all that much 
198	198	postive	i mean i had some some good moments 
199	199	postive	and a few funny parts 
200	200	negative	but all in all i just thought it was really over overly sad 
201	201	negative	i dont know i just thought i just thought it was really really sad 
202	202	postive	um i mean if you really like the show and you really liked the first movie and you still wanna go and see this im not gonna discourage you from seeing it 
203	203	negative	i just personally i just didnt really enjoy it 
204	204	negative	um it also really didnt need a lot of the things that it had in it 
205	205	negative	like it could been shorter 
206	206	negative	but a lot of the footage was kind of unnecessary 
207	207	negative	and i mean i dont know i just i feel like i dont mean if i have wasted those two hours i just feel like i could done something better with them 
208	208	postive	i think that charlotte and miranda have some really nice moments in the movie 
209	209	postive	i really think that i really like the character 
210	210	postive	actually the most upbeat character in the whole movie 
211	211	negative	i think that um and that everybody i do feel really bad for charlotte 
212	212	negative	she does have a lot of issues 
213	213	postive	and you really can kind of sympathize whether got to have kids 
214	214	postive	i mean even if you dont have kids 
215	215	negative	because its just just about getting getting time for yourself 
216	216	neutral	and not being really stressed out 
217	217	postive	and i think that thats thats a very relatable issue 
218	218	neutral	i think that they all have like a lot of issues 
219	219	postive	and that some are very relatable 
220	220	postive	yeah i mean it it has some fun moments 
221	221	negative	but all in all wasnt really that big of a fan 
222	222	negative	because there really wasnt all that much to it for me 
223	223	negative	um like i said if you like it feel free to go see it i just personally wasnt that into it 
224	224	postive	um yeah i mean if you wanna see a video um its gonna be who enjoyed a film 
225	225	negative	if you do wanna see somebody whos possibly critiquing it 
226	226	postive	and she really enjoyed the film 
227	227	postive	um so if you like to hear a um like more positive review check out her review it is very good 
228	228	postive	i just got back from the movie theaters to go see a movie ive been waiting probably about a year and a half to two years for 
229	229	postive	if you are as big a fan of disney as i am 
230	230	postive	you know of course i was waiting for the princess and the frog 
231	231	postive	i had some high exp o maybe not high expectations per se but i was definately expecting this to be a good movie 
232	232	postive	and oh oh my gosh i was blown away 
233	233	postive	anyway oh you can see im still speechless this movie was just beautiful 
234	234	postive	it was incredible see all the different color palettes smooth hand drawn animation you know 
235	235	negative	they arent doing so well brother bear 
236	236	negative	so um i guess people just want to see um computer animated films from now on 
237	237	postive	i personally i liked atlantis 
238	238	postive	i liked lilo and stich 
239	239	negative	i didnt really i mean treasure planet was ok 
240	240	negative	i didnt really like ba brother bear 
241	241	negative	and i hated home on the range 
242	242	negative	it was oh i couldnt even watch it 
243	243	negative	oh god why did i watch that movie 
244	244	postive	now rango was just fantastic 
245	245	negative	surprised me 
246	246	postive	uh it was so much better than i thought it was going to be 
247	247	postive	and this town was like from a good old western 
248	248	negative	it had all this stereotypical traits of a western town 
249	249	postive	i dunno but it was it was cool 
250	250	postive	it was a great movie 
251	251	postive	and now what i loved about this movie was like the supporting characters in this movie 
252	252	postive	the all the animals were just so funny 
253	253	postive	um they all played off each other 
254	254	negative	theyre like the dumb kinda cowboys that dont know what theyre doing always asking dumb questions staying saying stupid shit 
255	255	postive	and it was just oh it was hysterical 
256	256	postive	and the stuff he said was just it was just so funny 
257	257	postive	and he did a wonderful job 
258	258	postive	all the cinematography in this movie was great 
259	259	postive	like all the sunsets and all the landscapes of the films they just looked so realistic in every almost every scene 
260	260	postive	um like this movie had great action sequences 
261	261	postive	this aw this one really cool action sequences where like this ronny uh johnny depts posse they were getting chased by all these like possums 
262	262	negative	or nah i wouldnt say possums but prairie dogs 
263	263	negative	im not even sure what they were 
264	264	postive	it was just so cool 
265	265	negative	like a covered wagon horse kinda cowboy chase sequence 
266	266	postive	oh it was so cool 
267	267	postive	um but this movie it had everything humor romance action 
268	268	postive	of course um it was just it was fun it was a fun entertaining movie 
269	269	postive	uh it was good for the entire family 
270	270	postive	um definitely recommend checking seeing this uh checking this movie out 
271	271	postive	uh i rated it four out of five stars 
272	272	negative	um the one thing i didnt like about this movie was they brought the main chara uh the bad character i should say in kinda late 
273	273	negative	but that didnt really matter 
274	274	postive	um everything else held up its own 
275	275	postive	um definitely check out this movie rango uh in a theatre near you 
276	276	negative	and i thought they were average 
277	277	negative	lets face it they are really not master pieces 
278	278	postive	i thought twilight directed by catherine hardwicke was actually really rather enjoyable 
279	279	negative	um i mean obviously it had its flaws 
280	280	postive	but cinematic i thought it was good quite good 
281	281	postive	it wasit was enjoyable 
282	282	negative	i wasnt thinking on hearing that chris weitz was gonna start the new moon because of the destruction that was phillip pullman the golden compass 
283	283	negative	i thought that film was awful 
284	284	negative	and i i didnt really know what to expect from new moon um in terms of his direction 
285	285	postive	overall new moon was it was ok just average 
286	286	postive	the thing is its a very good translation of the book 
287	287	postive	its very very loyal to the book 
288	288	postive	and i really appreciate that loyalty 
289	289	negative	um however it is this loyalty to the original source that gives it its flaws 
290	290	negative	and the book is not necessarily the most thrilling book ever 
291	291	negative	i mean the entire xxx is bella swan kristen kristen stewards character mobbing around completely depressed 
292	292	negative	it wasnt really the best the most thrilling read ever ill say that 
293	293	negative	so moon even with the bigger better budgets huh it was still too long 
294	294	negative	the angsty too angsty moments withdrawn out to the max as far as thay can go 
295	295	postive	and the script it left all the key plots and emotion from the characters to be exposed through dialogue 
296	296	negative	i think it was empire magazines review of new moon that said that kristen relied heavily on the tactic of tactic of blinking a lot which she really does do a lot 
297	297	negative	but at the same goes for rob pattinson as edward and taylor lautner as jacob they do a lot of frowning im a manly man and i frown 
298	298	postive	for the moment in this the whole cinema was laughing 
299	299	negative	and you knew you be laughing 
300	300	postive	my favorite scene would definately be the volturi 
301	301	negative	um then my wins on screen winners i mean they were really worn in a lots which is a shame because i thought xxx really rather good 
302	302	postive	and um michael sheen as aro as well he was rather enjoyable to watch 
303	303	postive	and i think the volturi that was my exciting bit of the entire film 
304	304	negative	the rest of the film was just watching kristen just mob around 
305	305	negative	and that was really boring 
306	306	postive	so you better appreciate this review 
307	307	postive	but to any of you who are i expect a thumbs up 
308	308	postive	theyre back to you having two killers thankfully 
309	309	postive	because it does make a lot more sense having the killer be able to be everywhere if theres two of them 
310	310	postive	mph my overall opinion of the results of this process are its better than scream 3 
311	311	postive	and actually is better than scream 2 
312	312	neutral	a lot of people dont like scream 2 
313	313	postive	i think its highly underrated 
314	314	negative	i hated scream 3 
315	315	postive	but i think this one did beat scream 2 
316	316	negative	now i didnt really like the first hour that much though 
317	317	negative	im sure you all remember the stab movies that were based on the scream movies or the experiences of sidney in universe so that people could comment on the killers reenacting the movies or following up the movies well in the first hour those become way way way too much of a plot point basically 
318	318	postive	i think xxx i want to see it 
319	319	negative	but it actually basically makes the characters condition not just of the genre within which they are in but of their own franchise to a ridiculous extent 
320	320	negative	im just kinda like no this is going to far 
321	321	negative	but for this one i just didnt feel like it 
322	322	postive	um i loved the very first alvin and the chipmunks movie 
323	323	postive	because it had a real nostalgic feel to it 
324	324	postive	it reminded me of getting up on a saturday morning and eating fruit loops and um watching cartoons 
325	325	negative	but you know for this one i just didnt care 
326	326	negative	um i saw no reason why they needed to bring back the villain from the first one 
327	327	negative	and um while the trailer made the film look real nice and cute 
328	328	negative	it was just flat 
329	329	postive	um im sure kids are gonna love it 
330	330	postive	kids are gonna love the film 
331	331	negative	but for me i was just a little bored 
332	332	postive	sure there were cute money parts in the mixing of the film 
333	333	negative	but otherwise i dont know 
334	334	negative	i didnt even care for it 
335	335	postive	the action is fucking awesome 
336	336	postive	the action is really really well directed 
337	337	neutral	its very reminiscent of district 
338	338	negative	9 its like someone watched the third act of district 9 a bunch of times like lets make this into an entire movie till be awesome and thats pretty much what they did here 
339	339	negative	but it didnt turn out quite nearly as awesome as that movie did 
340	340	negative	in fact this movie isnt even on the same level as district 9 nor is it um for uh black hawk down which people are comparing it to 
341	341	negative	i didnt really see a comparison to black hawk down until like the very very end 
342	342	postive	but nevertheless another really cool thing about this movie 
343	343	postive	the aliens are really awesome 
344	344	postive	they designed the aliens in a really cool unique way to make them like biotic but also mechanical 
345	345	postive	and they have really cool technology thats really interesting to watch like make them blow up shit and you know 
346	346	postive	and they always like pull out something new 
347	347	negative	but its not always quite explained you know like everything about the aliens 
348	348	postive	but they give you a good amount of information about them 
349	349	postive	like enough that it actually is a good reason why they why theyre attacking 
350	350	postive	and it keeps your interests in the action scenes at least during this movie 
351	351	negative	uh the dialogue is terrible 
352	352	negative	there is no good dialogue 
353	353	postive	nothing in this movie is cleverly written 
354	354	negative	everything they say just sounds so fucking stupid 
355	355	negative	the only actor who can really sell their lines is erin eckart 
356	356	negative	there are moments where he says something youre like that just sounded dumb as hell 
357	357	postive	but he totally sells it 
358	358	negative	but i kinda would have read that been like hm i mean never said anything really that badass in his movies 
359	359	negative	but write and moving on theres no character development in this movie none 
360	360	negative	well i can tell you right now i dont remember the names of any characters none of them were memorable 
361	361	negative	and they were all just really bland and forgettable 
362	362	postive	and i really really loved it 
363	363	postive	and i thought that the performances in it were incredible 
364	364	postive	and i was just thinking about um how its the performances in it were sort of over overlooked at the academy awards 
365	365	postive	because um there were so many great movies that came out this year i mean um the kings speech black swan 127 hours inception 
366	366	postive	but there were a lot of great movies out this year 
367	367	postive	some of the great performances um of last year were kind of overlooked cuz there were just so many of them 
368	368	postive	and i think that blue valentine has um become kind of underrated 
369	369	negative	and its truly heartbreaking to see that contrasted with the state of things 
370	370	postive	and theres a lots of smacking lips theres so many dynamics going on with this relationship and i think that it was it was a great story 
371	371	negative	and its sort of like a contrived plot thats been used over and over again 
372	372	postive	because its um its an audience pleaser you know 
373	373	postive	an especially when it comes to romantic dramas like thumping its uh it gets the audiences to theatres because its a compelling idea but its been uh done 
374	374	postive	but its actually worth talking about 
375	375	negative	because the movie itself is the same old crap from the series 
376	376	neutral	and i actually am not finding the series to be very fun and popcorn kind of movie 
377	377	negative	you just cant walk in expecting anything other than that 
378	378	neutral	in this case it didnt take much convincing which is a little silly 
379	379	negative	but the acting is bad 
380	380	negative	the plot is you know 
381	381	postive	actually the acting is ok 
382	382	negative	i guess for this kind of movie the plot is is is threadbare 
383	383	negative	the the um character development is nil 
384	384	postive	but none of those things matter its a fun movie anyway 
385	385	negative	its a popcorn movie 
386	386	negative	which is a terrible picture 
387	387	postive	um but um this 3d definately looks a lot better i think that real d 
388	388	postive	i had ideal seats 
389	389	postive	because its good to sit right in the middle of the theater with 3d 
390	390	postive	um but the they looked awesome 
391	391	postive	the 3d itself really had improved 
392	392	postive	um the color looked great 
393	393	negative	coz sometimes 3d can mess up the color at least the old 3d i think real d it you know had sort of had sort of tempted but it winds itself its also um not ideal for for the image itself 
394	394	postive	um but this looked amazing looked really good 
395	395	postive	and it makes it worth going to see this movie if got um the dolby 3d somewhere in your town 
396	396	postive	and i hope this takes over as the new system 
397	397	postive	i would love that 
398	398	postive	that be that would be cool to see i mean 
399	399	negative	eventually were gonna get burned out as a as a society 
400	400	negative	once again were gonna be burned out on 3d 
401	401	negative	because its it is a gimmick ultimately 
402	402	postive	um but i will say um with this with this quality of 3d you could almost make you know a regular like a dramatic movie or an action movie or something that was really good movie and you could make it 3d and it wouldnt at all 
403	403	postive	mila kunis and justin timberlake i thought they made a great duo 
404	404	postive	mila kunis she is gorgeous 
405	405	postive	theres some great bedroom scenes 
406	406	postive	you guys are youre gonna get to enjoy 
407	407	postive	a fine light weight day movie 
408	408	postive	i think some of the women are going to enjoy this more than the guys 
409	409	postive	um certainly there are some scenes where i think some of the women are gonna feel more the emotion of it 
410	410	postive	there are some funny lines 
411	411	postive	great steamy bedroom scenes 
412	412	negative	i was surprised um the amount of skin they showed 
413	413	postive	but um it was in a good taste 
414	414	postive	um and i thought woody harelson was a funny 
415	415	postive	he um added a grat dimension to the movie as well 
416	416	postive	storyline was ok 
417	417	postive	but overall i thought it was it was a fun picture 
418	418	postive	i i do think its worth seeing 
419	419	postive	um certainly again more of a day movie than um seeing it alone 
420	420	postive	unless you ladies go together to see it together 
421	421	postive	so id go see it 
422	422	postive	thumbs up 
423	423	postive	well he plays that well so hes a good villain 
424	424	postive	he also has some really cool guns so that its like a desert eagle but it has to barrels to it 
425	425	negative	its pretty pretty scary looking 
426	426	negative	i wouldnt want that pointed at me 
427	427	postive	and i who would i mean 
428	428	postive	um like i said i thought the movie was great 
429	429	postive	the action they do have is really well done 
430	430	postive	um they did a good job with car 
431	431	postive	they did a good job with the fight scenes 
432	432	negative	nothing new is brought in those predator series no surprises no big twist no finish 
433	433	negative	i like to tease some mystery and great plot what could been but than all is explained and disappeared ten minutes later its just a clear remake of predator from back in 1997 with the premise being almost identical 
434	434	negative	althought what wasnt the same was the connection to each other which first movie had and this one not 
435	435	negative	in the first run they were a team and they worked together and you see the personalities this movie just pops a group of different killers down together and lets them interact poorly 
436	436	negative	you dont see any of the personalities when one dies you dont mourn over tham an you dont get an attachment to anybody 
437	437	negative	of the acting nothing stands out a spectacular which is to be expected of the movie like this 
438	438	postive	but nothing sucks either which gains the movie some points i guess 
439	439	negative	what disappointed me was that one of the most hyped actors in the movie was only in there for short amount of time 
440	440	neutral	and i know you cant hype a movie with an unknown actors so even if someone is in there for a few minutes you should hype them 
441	441	negative	but its just a little weak overall for me than we were looking forward to him and he was gone quickly 
442	442	postive	although what it did do was interesting but i but it didnt make sense 
443	443	negative	he co laurence fishburne comes in and tells the characters things that only screen writers should known about which gives a little more of f font feel this whole thing 
444	444	negative	just like one of the girls tells the exact story of the first movie 
445	445	negative	its a pointless scene for the audience and the characters 
446	446	negative	it doesnt give an give any insight or help its just make them seem like she sa she saw the first movie 
447	447	negative	in finale i would only recommend this movie for a rental non in theater because its a low grade sexual to the 87th version and only if you like the series 
448	448	negative	the verdict is stupid and a complete waste of money 
449	449	postive	but it was a fun experience going 
450	450	negative	like i didnt expect it to be good 
451	451	negative	but its just such a waste of money for them like when i see the movie thats obviously had a very big budget and it is like not even good it makes me angry coz im just like why are you wasting so much money 
452	452	negative	aaaaa it wasnt even holding my attention 
453	453	negative	i could barely stay awake through the movie 
454	454	negative	i honestly wanted the aliens to win 
455	455	negative	all the characters were just so unlikable 
456	456	negative	just there was only one character the doctor he was the only person i even really cared about 
457	457	negative	and even he was a all of them 
458	458	negative	every single cowboy was just a complete 
459	459	negative	and there was just this little boy and he was the only person who wasnt a 
460	460	negative	but he wasnt even interesting 
461	461	negative	but they gave him no no character like he had no character development whatsoever 
462	462	negative	he was just like a plot device for this other guy to start acting like a father figure and he was just stupid but then he didnt even act like a father figure towards him 
463	463	negative	but he was actually complete 
464	464	negative	why are you killing everyone 
465	465	negative	it just some people were like oh hes so cool hes so awesome like never seen that in the movie this person who had amnesia just kills everybody even if its like but that was so unnecessary 
466	466	negative	what are you killing these people you dont even know whats going on like dude get over yourself 
467	467	postive	he looked awesome while he did it but yeah ok so let all the girls who want all disagree with me coz they all think this is an amazing movie but they all think he was amazing because they were staring at daniel craig the whole time their going oh my gosh hes so hot 
468	468	negative	all the guys that went were pretty much on my page they were just like wow that was stupid wow 
469	469	negative	i sat with the guys and we all try to stay awake through it um and kept falling asleep and then talk about how stupid it was 
470	470	postive	but let me first say this i liked it more than i expected i would 
471	471	postive	this film is slavishly devoted to the original book or nov novella uh by uh charles dickens 
472	472	postive	number one it means its much scarier than you could imagine 
473	473	negative	my 8 year old was terrified through part of this because the original version is terrifying 
474	474	postive	let me say this if your christianity is extremely legalistic this is the film for you 
475	475	negative	cause this is a film that basically says you know what you should do you should take care of poor people because jesus told us to take care of poor people and if you dont take care of poor people youre gonna burn in hell 
476	476	negative	so laughing if thats your form of christianity its a christian film 
477	477	negative	um its not my form 
478	478	negative	um another thing about this film is in its devotion is that sometimes my children could not understand what was being said because they were speaking english 
479	479	negative	sometimes i missed what was being said 
480	480	negative	therefore a lot of social commentary goes woop sound effect over your head 
481	481	negative	or just really doesnt make any difference to us today at all 
482	482	negative	um all this stuff about debtors prison for instance doesnt really um jive here in 21st century america 
483	483	postive	and this film is this amazing like i say slavish devotion to charles dickens with an amusement park ride 
484	484	postive	because this thing is is meant to be seen in 3d 
485	485	postive	and throughout the film youre going sound effects laughing either from the terrifying characters 
486	486	postive	or most likely from going very quickly through london with you know demon horses chasing you so uh theres that 
487	487	negative	also about the animation the people just like in polar express a film i really did not like 
488	488	negative	um the people seemed sort of dead 
489	489	negative	except their eyes are kind of like this welcome to the polar express 
490	490	postive	and thats a lot to be said for a one minute review 
491	491	postive	i actually like the film 
492	492	postive	um i enjoyed myself in it you might as well 
493	493	negative	i would not take a young child 
494	494	postive	nine ninety screening plus i am number four you cant go wrong with that 
495	495	negative	i was not looking forward to see this movie 
496	496	postive	but i went and i dig this movie 
497	497	postive	i was happy to see it 
498	498	postive	plus i had a good time 
499	499	postive	im wanting to talk about the good things about this movie 
500	500	postive	the soundtrack is good its really good some really great songs 
501	501	negative	and the best thing about that is that all two songs um well not all of them but some of the songs are not well well connected with the scenes 
502	502	postive	um anyways the music is good 
503	503	postive	its stuttering that is a good thing 
504	504	postive	i really dig the special effects of this movie 
505	505	postive	like in the middle of the movie it starts with really great action sequences 
